# Erdős–Straus hot corridor: mod24=0, hot mod9 classes, stride-24 from ~103.98M to ~115.999M
# n	num_solutions	triple_x	triple_y	triple_z
114188256	2	76125504	76125504	114188256
114188280	2	76125520	76125520	114188280
114188304	2	76125536	76125536	114188304
114188328	2	76125552	76125552	114188328
114188352	2	76125568	76125568	114188352
114188376	2	76125584	76125584	114188376
114188400	2	76125600	76125600	114188400
114188424	2	76125616	76125616	114188424
114188448	2	76125632	76125632	114188448
114188472	2	76125648	76125648	114188472
114188496	2	76125664	76125664	114188496
114188520	2	76125680	76125680	114188520
114188544	2	76125696	76125696	114188544
114188568	2	76125712	76125712	114188568
114188592	2	76125728	76125728	114188592
114188616	2	76125744	76125744	114188616
114188640	2	76125760	76125760	114188640
114188664	2	76125776	76125776	114188664
114188688	2	76125792	76125792	114188688
114188712	2	76125808	76125808	114188712
114188736	2	76125824	76125824	114188736
114188760	2	76125840	76125840	114188760
114188784	2	76125856	76125856	114188784
114188808	2	76125872	76125872	114188808
114188832	2	76125888	76125888	114188832
114188856	2	76125904	76125904	114188856
114188880	2	76125920	76125920	114188880
114188904	2	76125936	76125936	114188904
114188928	2	76125952	76125952	114188928
114188952	2	76125968	76125968	114188952
114188976	2	76125984	76125984	114188976
114189000	2	76126000	76126000	114189000
114189024	2	76126016	76126016	114189024
114189048	2	76126032	76126032	114189048
114189072	2	76126048	76126048	114189072
114189096	2	76126064	76126064	114189096
114189120	2	76126080	76126080	114189120
114189144	2	76126096	76126096	114189144
114189168	2	76126112	76126112	114189168
114189192	2	76126128	76126128	114189192
114189216	2	76126144	76126144	114189216
114189240	2	76126160	76126160	114189240
114189264	2	76126176	76126176	114189264
114189288	2	76126192	76126192	114189288
114189312	2	76126208	76126208	114189312
114189336	2	76126224	76126224	114189336
114189360	2	76126240	76126240	114189360
114189384	2	76126256	76126256	114189384
114189408	2	76126272	76126272	114189408
114189432	2	76126288	76126288	114189432
114189456	2	76126304	76126304	114189456
114189480	2	76126320	76126320	114189480
114189504	2	76126336	76126336	114189504
114189528	2	76126352	76126352	114189528
114189552	2	76126368	76126368	114189552
114189576	2	76126384	76126384	114189576
114189600	2	76126400	76126400	114189600
114189624	2	76126416	76126416	114189624
114189648	2	76126432	76126432	114189648
114189672	2	76126448	76126448	114189672
114189696	2	76126464	76126464	114189696
114189720	2	76126480	76126480	114189720
114189744	2	76126496	76126496	114189744
114189768	2	76126512	76126512	114189768
114189792	2	76126528	76126528	114189792
114189816	2	76126544	76126544	114189816
114189840	2	76126560	76126560	114189840
114189864	2	76126576	76126576	114189864
114189888	2	76126592	76126592	114189888
114189912	2	76126608	76126608	114189912
114189936	2	76126624	76126624	114189936
114189960	2	76126640	76126640	114189960
114189984	2	76126656	76126656	114189984
114190008	2	76126672	76126672	114190008
114190032	2	76126688	76126688	114190032
114190056	2	76126704	76126704	114190056
114190080	2	76126720	76126720	114190080
114190104	2	76126736	76126736	114190104
114190128	2	76126752	76126752	114190128
114190152	2	76126768	76126768	114190152
114190176	2	76126784	76126784	114190176
114190200	2	76126800	76126800	114190200
114190224	2	76126816	76126816	114190224
114190248	2	76126832	76126832	114190248
114190272	2	76126848	76126848	114190272
114190296	2	76126864	76126864	114190296
114190320	2	76126880	76126880	114190320
114190344	2	76126896	76126896	114190344
114190368	2	76126912	76126912	114190368
114190392	2	76126928	76126928	114190392
114190416	2	76126944	76126944	114190416
114190440	2	76126960	76126960	114190440
114190464	2	76126976	76126976	114190464
114190488	2	76126992	76126992	114190488
114190512	2	76127008	76127008	114190512
114190536	2	76127024	76127024	114190536
114190560	2	76127040	76127040	114190560
114190584	2	76127056	76127056	114190584
114190608	2	76127072	76127072	114190608
114190632	2	76127088	76127088	114190632
114190656	2	76127104	76127104	114190656
114190680	2	76127120	76127120	114190680
114190704	2	76127136	76127136	114190704
114190728	2	76127152	76127152	114190728
114190752	2	76127168	76127168	114190752
114190776	2	76127184	76127184	114190776
114190800	2	76127200	76127200	114190800
114190824	2	76127216	76127216	114190824
114190848	2	76127232	76127232	114190848
114190872	2	76127248	76127248	114190872
114190896	2	76127264	76127264	114190896
114190920	2	76127280	76127280	114190920
114190944	2	76127296	76127296	114190944
114190968	2	76127312	76127312	114190968
114190992	2	76127328	76127328	114190992
114191016	2	76127344	76127344	114191016
114191040	2	76127360	76127360	114191040
114191064	2	76127376	76127376	114191064
114191088	2	76127392	76127392	114191088
114191112	2	76127408	76127408	114191112
114191136	2	76127424	76127424	114191136
114191160	2	76127440	76127440	114191160
114191184	2	76127456	76127456	114191184
114191208	2	76127472	76127472	114191208
114191232	2	76127488	76127488	114191232
114191256	2	76127504	76127504	114191256
114191280	2	76127520	76127520	114191280
114191304	2	76127536	76127536	114191304
114191328	2	76127552	76127552	114191328
114191352	2	76127568	76127568	114191352
114191376	2	76127584	76127584	114191376
114191400	2	76127600	76127600	114191400
114191424	2	76127616	76127616	114191424
114191448	2	76127632	76127632	114191448
114191472	2	76127648	76127648	114191472
114191496	2	76127664	76127664	114191496
114191520	2	76127680	76127680	114191520
114191544	2	76127696	76127696	114191544
114191568	2	76127712	76127712	114191568
114191592	2	76127728	76127728	114191592
114191616	2	76127744	76127744	114191616
114191640	2	76127760	76127760	114191640
114191664	2	76127776	76127776	114191664
114191688	2	76127792	76127792	114191688
114191712	2	76127808	76127808	114191712
114191736	2	76127824	76127824	114191736
114191760	2	76127840	76127840	114191760
114191784	2	76127856	76127856	114191784
114191808	2	76127872	76127872	114191808
114191832	2	76127888	76127888	114191832
114191856	2	76127904	76127904	114191856
114191880	2	76127920	76127920	114191880
114191904	2	76127936	76127936	114191904
114191928	2	76127952	76127952	114191928
114191952	2	76127968	76127968	114191952
114191976	2	76127984	76127984	114191976
114192000	2	76128000	76128000	114192000
114192024	2	76128016	76128016	114192024
114192048	2	76128032	76128032	114192048
114192072	2	76128048	76128048	114192072
114192096	2	76128064	76128064	114192096
114192120	2	76128080	76128080	114192120
114192144	2	76128096	76128096	114192144
114192168	2	76128112	76128112	114192168
114192192	2	76128128	76128128	114192192
114192216	2	76128144	76128144	114192216
114192240	2	76128160	76128160	114192240
114192264	2	76128176	76128176	114192264
114192288	2	76128192	76128192	114192288
114192312	2	76128208	76128208	114192312
114192336	2	76128224	76128224	114192336
114192360	2	76128240	76128240	114192360
114192384	2	76128256	76128256	114192384
114192408	2	76128272	76128272	114192408
114192432	2	76128288	76128288	114192432
114192456	2	76128304	76128304	114192456
114192480	2	76128320	76128320	114192480
114192504	2	76128336	76128336	114192504
114192528	2	76128352	76128352	114192528
114192552	2	76128368	76128368	114192552
114192576	2	76128384	76128384	114192576
114192600	2	76128400	76128400	114192600
114192624	2	76128416	76128416	114192624
114192648	2	76128432	76128432	114192648
114192672	2	76128448	76128448	114192672
114192696	2	76128464	76128464	114192696
114192720	2	76128480	76128480	114192720
114192744	2	76128496	76128496	114192744
114192768	2	76128512	76128512	114192768
114192792	2	76128528	76128528	114192792
114192816	2	76128544	76128544	114192816
114192840	2	76128560	76128560	114192840
114192864	2	76128576	76128576	114192864
114192888	2	76128592	76128592	114192888
114192912	2	76128608	76128608	114192912
114192936	2	76128624	76128624	114192936
114192960	2	76128640	76128640	114192960
114192984	2	76128656	76128656	114192984
114193008	2	76128672	76128672	114193008
114193032	2	76128688	76128688	114193032
114193056	2	76128704	76128704	114193056
114193080	2	76128720	76128720	114193080
114193104	2	76128736	76128736	114193104
114193128	2	76128752	76128752	114193128
114193152	2	76128768	76128768	114193152
114193176	2	76128784	76128784	114193176
114193200	2	76128800	76128800	114193200
114193224	2	76128816	76128816	114193224
114193248	2	76128832	76128832	114193248
114193272	2	76128848	76128848	114193272
114193296	2	76128864	76128864	114193296
114193320	2	76128880	76128880	114193320
114193344	2	76128896	76128896	114193344
114193368	2	76128912	76128912	114193368
114193392	2	76128928	76128928	114193392
114193416	2	76128944	76128944	114193416
114193440	2	76128960	76128960	114193440
114193464	2	76128976	76128976	114193464
114193488	2	76128992	76128992	114193488
114193512	2	76129008	76129008	114193512
114193536	2	76129024	76129024	114193536
114193560	2	76129040	76129040	114193560
114193584	2	76129056	76129056	114193584
114193608	2	76129072	76129072	114193608
114193632	2	76129088	76129088	114193632
114193656	2	76129104	76129104	114193656
114193680	2	76129120	76129120	114193680
114193704	2	76129136	76129136	114193704
114193728	2	76129152	76129152	114193728
114193752	2	76129168	76129168	114193752
114193776	2	76129184	76129184	114193776
114193800	2	76129200	76129200	114193800
114193824	2	76129216	76129216	114193824
114193848	2	76129232	76129232	114193848
114193872	2	76129248	76129248	114193872
114193896	2	76129264	76129264	114193896
114193920	2	76129280	76129280	114193920
114193944	2	76129296	76129296	114193944
114193968	2	76129312	76129312	114193968
114193992	2	76129328	76129328	114193992
114194016	2	76129344	76129344	114194016
114194040	2	76129360	76129360	114194040
114194064	2	76129376	76129376	114194064
114194088	2	76129392	76129392	114194088
114194112	2	76129408	76129408	114194112
114194136	2	76129424	76129424	114194136
114194160	2	76129440	76129440	114194160
114194184	2	76129456	76129456	114194184
114194208	2	76129472	76129472	114194208
114194232	2	76129488	76129488	114194232
114194256	2	76129504	76129504	114194256
114194280	2	76129520	76129520	114194280
114194304	2	76129536	76129536	114194304
114194328	2	76129552	76129552	114194328
114194352	2	76129568	76129568	114194352
114194376	2	76129584	76129584	114194376
114194400	2	76129600	76129600	114194400
114194424	2	76129616	76129616	114194424
114194448	2	76129632	76129632	114194448
114194472	2	76129648	76129648	114194472
114194496	2	76129664	76129664	114194496
114194520	2	76129680	76129680	114194520
114194544	2	76129696	76129696	114194544
114194568	2	76129712	76129712	114194568
114194592	2	76129728	76129728	114194592
114194616	2	76129744	76129744	114194616
114194640	2	76129760	76129760	114194640
114194664	2	76129776	76129776	114194664
114194688	2	76129792	76129792	114194688
114194712	2	76129808	76129808	114194712
114194736	2	76129824	76129824	114194736
114194760	2	76129840	76129840	114194760
114194784	2	76129856	76129856	114194784
114194808	2	76129872	76129872	114194808
114194832	2	76129888	76129888	114194832
114194856	2	76129904	76129904	114194856
114194880	2	76129920	76129920	114194880
114194904	2	76129936	76129936	114194904
114194928	2	76129952	76129952	114194928
114194952	2	76129968	76129968	114194952
114194976	2	76129984	76129984	114194976
114195000	2	76130000	76130000	114195000
114195024	2	76130016	76130016	114195024
114195048	2	76130032	76130032	114195048
114195072	2	76130048	76130048	114195072
114195096	2	76130064	76130064	114195096
114195120	2	76130080	76130080	114195120
114195144	2	76130096	76130096	114195144
114195168	2	76130112	76130112	114195168
114195192	2	76130128	76130128	114195192
114195216	2	76130144	76130144	114195216
114195240	2	76130160	76130160	114195240
114195264	2	76130176	76130176	114195264
114195288	2	76130192	76130192	114195288
114195312	2	76130208	76130208	114195312
114195336	2	76130224	76130224	114195336
114195360	2	76130240	76130240	114195360
114195384	2	76130256	76130256	114195384
114195408	2	76130272	76130272	114195408
114195432	2	76130288	76130288	114195432
114195456	2	76130304	76130304	114195456
114195480	2	76130320	76130320	114195480
114195504	2	76130336	76130336	114195504
114195528	2	76130352	76130352	114195528
114195552	2	76130368	76130368	114195552
114195576	2	76130384	76130384	114195576
114195600	2	76130400	76130400	114195600
114195624	2	76130416	76130416	114195624
114195648	2	76130432	76130432	114195648
114195672	2	76130448	76130448	114195672
114195696	2	76130464	76130464	114195696
114195720	2	76130480	76130480	114195720
114195744	2	76130496	76130496	114195744
114195768	2	76130512	76130512	114195768
114195792	2	76130528	76130528	114195792
114195816	2	76130544	76130544	114195816
114195840	2	76130560	76130560	114195840
114195864	2	76130576	76130576	114195864
114195888	2	76130592	76130592	114195888
114195912	2	76130608	76130608	114195912
114195936	2	76130624	76130624	114195936
114195960	2	76130640	76130640	114195960
114195984	2	76130656	76130656	114195984
114196008	2	76130672	76130672	114196008
114196032	2	76130688	76130688	114196032
114196056	2	76130704	76130704	114196056
114196080	2	76130720	76130720	114196080
114196104	2	76130736	76130736	114196104
114196128	2	76130752	76130752	114196128
114196152	2	76130768	76130768	114196152
114196176	2	76130784	76130784	114196176
114196200	2	76130800	76130800	114196200
114196224	2	76130816	76130816	114196224
114196248	2	76130832	76130832	114196248
114196272	2	76130848	76130848	114196272
114196296	2	76130864	76130864	114196296
114196320	2	76130880	76130880	114196320
114196344	2	76130896	76130896	114196344
114196368	2	76130912	76130912	114196368
114196392	2	76130928	76130928	114196392
114196416	2	76130944	76130944	114196416
114196440	2	76130960	76130960	114196440
114196464	2	76130976	76130976	114196464
114196488	2	76130992	76130992	114196488
114196512	2	76131008	76131008	114196512
114196536	2	76131024	76131024	114196536
114196560	2	76131040	76131040	114196560
114196584	2	76131056	76131056	114196584
114196608	2	76131072	76131072	114196608
114196632	2	76131088	76131088	114196632
114196656	2	76131104	76131104	114196656
114196680	2	76131120	76131120	114196680
114196704	2	76131136	76131136	114196704
114196728	2	76131152	76131152	114196728
114196752	2	76131168	76131168	114196752
114196776	2	76131184	76131184	114196776
114196800	2	76131200	76131200	114196800
114196824	2	76131216	76131216	114196824
114196848	2	76131232	76131232	114196848
114196872	2	76131248	76131248	114196872
114196896	2	76131264	76131264	114196896
114196920	2	76131280	76131280	114196920
114196944	2	76131296	76131296	114196944
114196968	2	76131312	76131312	114196968
114196992	2	76131328	76131328	114196992
114197016	2	76131344	76131344	114197016
114197040	2	76131360	76131360	114197040
114197064	2	76131376	76131376	114197064
114197088	2	76131392	76131392	114197088
114197112	2	76131408	76131408	114197112
114197136	2	76131424	76131424	114197136
114197160	2	76131440	76131440	114197160
114197184	2	76131456	76131456	114197184
114197208	2	76131472	76131472	114197208
114197232	2	76131488	76131488	114197232
114197256	2	76131504	76131504	114197256
114197280	2	76131520	76131520	114197280
114197304	2	76131536	76131536	114197304
114197328	2	76131552	76131552	114197328
114197352	2	76131568	76131568	114197352
114197376	2	76131584	76131584	114197376
114197400	2	76131600	76131600	114197400
114197424	2	76131616	76131616	114197424
114197448	2	76131632	76131632	114197448
114197472	2	76131648	76131648	114197472
114197496	2	76131664	76131664	114197496
114197520	2	76131680	76131680	114197520
114197544	2	76131696	76131696	114197544
114197568	2	76131712	76131712	114197568
114197592	2	76131728	76131728	114197592
114197616	2	76131744	76131744	114197616
114197640	2	76131760	76131760	114197640
114197664	2	76131776	76131776	114197664
114197688	2	76131792	76131792	114197688
114197712	2	76131808	76131808	114197712
114197736	2	76131824	76131824	114197736
114197760	2	76131840	76131840	114197760
114197784	2	76131856	76131856	114197784
114197808	2	76131872	76131872	114197808
114197832	2	76131888	76131888	114197832
114197856	2	76131904	76131904	114197856
114197880	2	76131920	76131920	114197880
114197904	2	76131936	76131936	114197904
114197928	2	76131952	76131952	114197928
114197952	2	76131968	76131968	114197952
114197976	2	76131984	76131984	114197976
114198000	2	76132000	76132000	114198000
114198024	2	76132016	76132016	114198024
114198048	2	76132032	76132032	114198048
114198072	2	76132048	76132048	114198072
114198096	2	76132064	76132064	114198096
114198120	2	76132080	76132080	114198120
114198144	2	76132096	76132096	114198144
114198168	2	76132112	76132112	114198168
114198192	2	76132128	76132128	114198192
114198216	2	76132144	76132144	114198216
114198240	2	76132160	76132160	114198240
114198264	2	76132176	76132176	114198264
114198288	2	76132192	76132192	114198288
114198312	2	76132208	76132208	114198312
114198336	2	76132224	76132224	114198336
114198360	2	76132240	76132240	114198360
114198384	2	76132256	76132256	114198384
114198408	2	76132272	76132272	114198408
114198432	2	76132288	76132288	114198432
114198456	2	76132304	76132304	114198456
114198480	2	76132320	76132320	114198480
114198504	2	76132336	76132336	114198504
114198528	2	76132352	76132352	114198528
114198552	2	76132368	76132368	114198552
114198576	2	76132384	76132384	114198576
114198600	2	76132400	76132400	114198600
114198624	2	76132416	76132416	114198624
114198648	2	76132432	76132432	114198648
114198672	2	76132448	76132448	114198672
114198696	2	76132464	76132464	114198696
114198720	2	76132480	76132480	114198720
114198744	2	76132496	76132496	114198744
114198768	2	76132512	76132512	114198768
114198792	2	76132528	76132528	114198792
114198816	2	76132544	76132544	114198816
114198840	2	76132560	76132560	114198840
114198864	2	76132576	76132576	114198864
114198888	2	76132592	76132592	114198888
114198912	2	76132608	76132608	114198912
114198936	2	76132624	76132624	114198936
114198960	2	76132640	76132640	114198960
114198984	2	76132656	76132656	114198984
114199008	2	76132672	76132672	114199008
114199032	2	76132688	76132688	114199032
114199056	2	76132704	76132704	114199056
114199080	2	76132720	76132720	114199080
114199104	2	76132736	76132736	114199104
114199128	2	76132752	76132752	114199128
114199152	2	76132768	76132768	114199152
114199176	2	76132784	76132784	114199176
114199200	2	76132800	76132800	114199200
114199224	2	76132816	76132816	114199224
114199248	2	76132832	76132832	114199248
114199272	2	76132848	76132848	114199272
114199296	2	76132864	76132864	114199296
114199320	2	76132880	76132880	114199320
114199344	2	76132896	76132896	114199344
114199368	2	76132912	76132912	114199368
114199392	2	76132928	76132928	114199392
114199416	2	76132944	76132944	114199416
114199440	2	76132960	76132960	114199440
114199464	2	76132976	76132976	114199464
114199488	2	76132992	76132992	114199488
114199512	2	76133008	76133008	114199512
114199536	2	76133024	76133024	114199536
114199560	2	76133040	76133040	114199560
114199584	2	76133056	76133056	114199584
114199608	2	76133072	76133072	114199608
114199632	2	76133088	76133088	114199632
114199656	2	76133104	76133104	114199656
114199680	2	76133120	76133120	114199680
114199704	2	76133136	76133136	114199704
114199728	2	76133152	76133152	114199728
114199752	2	76133168	76133168	114199752
114199776	2	76133184	76133184	114199776
114199800	2	76133200	76133200	114199800
114199824	2	76133216	76133216	114199824
114199848	2	76133232	76133232	114199848
114199872	2	76133248	76133248	114199872
114199896	2	76133264	76133264	114199896
114199920	2	76133280	76133280	114199920
114199944	2	76133296	76133296	114199944
114199968	2	76133312	76133312	114199968
114199992	2	76133328	76133328	114199992
114200016	2	76133344	76133344	114200016
114200040	2	76133360	76133360	114200040
114200064	2	76133376	76133376	114200064
114200088	2	76133392	76133392	114200088
114200112	2	76133408	76133408	114200112
114200136	2	76133424	76133424	114200136
114200160	2	76133440	76133440	114200160
114200184	2	76133456	76133456	114200184
114200208	2	76133472	76133472	114200208
114200232	2	76133488	76133488	114200232
114200256	2	76133504	76133504	114200256
114200280	2	76133520	76133520	114200280
114200304	2	76133536	76133536	114200304
114200328	2	76133552	76133552	114200328
114200352	2	76133568	76133568	114200352
114200376	2	76133584	76133584	114200376
114200400	2	76133600	76133600	114200400
114200424	2	76133616	76133616	114200424
114200448	2	76133632	76133632	114200448
114200472	2	76133648	76133648	114200472
114200496	2	76133664	76133664	114200496
114200520	2	76133680	76133680	114200520
114200544	2	76133696	76133696	114200544
114200568	2	76133712	76133712	114200568
114200592	2	76133728	76133728	114200592
114200616	2	76133744	76133744	114200616
114200640	2	76133760	76133760	114200640
114200664	2	76133776	76133776	114200664
114200688	2	76133792	76133792	114200688
114200712	2	76133808	76133808	114200712
114200736	2	76133824	76133824	114200736
114200760	2	76133840	76133840	114200760
114200784	2	76133856	76133856	114200784
114200808	2	76133872	76133872	114200808
114200832	2	76133888	76133888	114200832
114200856	2	76133904	76133904	114200856
114200880	2	76133920	76133920	114200880
114200904	2	76133936	76133936	114200904
114200928	2	76133952	76133952	114200928
114200952	2	76133968	76133968	114200952
114200976	2	76133984	76133984	114200976
114201000	2	76134000	76134000	114201000
114201024	2	76134016	76134016	114201024
114201048	2	76134032	76134032	114201048
114201072	2	76134048	76134048	114201072
114201096	2	76134064	76134064	114201096
114201120	2	76134080	76134080	114201120
114201144	2	76134096	76134096	114201144
114201168	2	76134112	76134112	114201168
114201192	2	76134128	76134128	114201192
114201216	2	76134144	76134144	114201216
114201240	2	76134160	76134160	114201240
114201264	2	76134176	76134176	114201264
114201288	2	76134192	76134192	114201288
114201312	2	76134208	76134208	114201312
114201336	2	76134224	76134224	114201336
114201360	2	76134240	76134240	114201360
114201384	2	76134256	76134256	114201384
114201408	2	76134272	76134272	114201408
114201432	2	76134288	76134288	114201432
114201456	2	76134304	76134304	114201456
114201480	2	76134320	76134320	114201480
114201504	2	76134336	76134336	114201504
114201528	2	76134352	76134352	114201528
114201552	2	76134368	76134368	114201552
114201576	2	76134384	76134384	114201576
114201600	2	76134400	76134400	114201600
114201624	2	76134416	76134416	114201624
114201648	2	76134432	76134432	114201648
114201672	2	76134448	76134448	114201672
114201696	2	76134464	76134464	114201696
114201720	2	76134480	76134480	114201720
114201744	2	76134496	76134496	114201744
114201768	2	76134512	76134512	114201768
114201792	2	76134528	76134528	114201792
114201816	2	76134544	76134544	114201816
114201840	2	76134560	76134560	114201840
114201864	2	76134576	76134576	114201864
114201888	2	76134592	76134592	114201888
114201912	2	76134608	76134608	114201912
114201936	2	76134624	76134624	114201936
114201960	2	76134640	76134640	114201960
114201984	2	76134656	76134656	114201984
114202008	2	76134672	76134672	114202008
114202032	2	76134688	76134688	114202032
114202056	2	76134704	76134704	114202056
114202080	2	76134720	76134720	114202080
114202104	2	76134736	76134736	114202104
114202128	2	76134752	76134752	114202128
114202152	2	76134768	76134768	114202152
114202176	2	76134784	76134784	114202176
114202200	2	76134800	76134800	114202200
114202224	2	76134816	76134816	114202224
114202248	2	76134832	76134832	114202248
114202272	2	76134848	76134848	114202272
114202296	2	76134864	76134864	114202296
114202320	2	76134880	76134880	114202320
114202344	2	76134896	76134896	114202344
114202368	2	76134912	76134912	114202368
114202392	2	76134928	76134928	114202392
114202416	2	76134944	76134944	114202416
114202440	2	76134960	76134960	114202440
114202464	2	76134976	76134976	114202464
114202488	2	76134992	76134992	114202488
114202512	2	76135008	76135008	114202512
114202536	2	76135024	76135024	114202536
114202560	2	76135040	76135040	114202560
114202584	2	76135056	76135056	114202584
114202608	2	76135072	76135072	114202608
114202632	2	76135088	76135088	114202632
114202656	2	76135104	76135104	114202656
114202680	2	76135120	76135120	114202680
114202704	2	76135136	76135136	114202704
114202728	2	76135152	76135152	114202728
114202752	2	76135168	76135168	114202752
114202776	2	76135184	76135184	114202776
114202800	2	76135200	76135200	114202800
114202824	2	76135216	76135216	114202824
114202848	2	76135232	76135232	114202848
114202872	2	76135248	76135248	114202872
114202896	2	76135264	76135264	114202896
114202920	2	76135280	76135280	114202920
114202944	2	76135296	76135296	114202944
114202968	2	76135312	76135312	114202968
114202992	2	76135328	76135328	114202992
114203016	2	76135344	76135344	114203016
114203040	2	76135360	76135360	114203040
114203064	2	76135376	76135376	114203064
114203088	2	76135392	76135392	114203088
114203112	2	76135408	76135408	114203112
114203136	2	76135424	76135424	114203136
114203160	2	76135440	76135440	114203160
114203184	2	76135456	76135456	114203184
114203208	2	76135472	76135472	114203208
114203232	2	76135488	76135488	114203232
114203256	2	76135504	76135504	114203256
114203280	2	76135520	76135520	114203280
114203304	2	76135536	76135536	114203304
114203328	2	76135552	76135552	114203328
114203352	2	76135568	76135568	114203352
114203376	2	76135584	76135584	114203376
114203400	2	76135600	76135600	114203400
114203424	2	76135616	76135616	114203424
114203448	2	76135632	76135632	114203448
114203472	2	76135648	76135648	114203472
114203496	2	76135664	76135664	114203496
114203520	2	76135680	76135680	114203520
114203544	2	76135696	76135696	114203544
114203568	2	76135712	76135712	114203568
114203592	2	76135728	76135728	114203592
114203616	2	76135744	76135744	114203616
114203640	2	76135760	76135760	114203640
114203664	2	76135776	76135776	114203664
114203688	2	76135792	76135792	114203688
114203712	2	76135808	76135808	114203712
114203736	2	76135824	76135824	114203736
114203760	2	76135840	76135840	114203760
114203784	2	76135856	76135856	114203784
114203808	2	76135872	76135872	114203808
114203832	2	76135888	76135888	114203832
114203856	2	76135904	76135904	114203856
114203880	2	76135920	76135920	114203880
114203904	2	76135936	76135936	114203904
114203928	2	76135952	76135952	114203928
114203952	2	76135968	76135968	114203952
114203976	2	76135984	76135984	114203976
114204000	2	76136000	76136000	114204000
114204024	2	76136016	76136016	114204024
114204048	2	76136032	76136032	114204048
114204072	2	76136048	76136048	114204072
114204096	2	76136064	76136064	114204096
114204120	2	76136080	76136080	114204120
114204144	2	76136096	76136096	114204144
114204168	2	76136112	76136112	114204168
114204192	2	76136128	76136128	114204192
114204216	2	76136144	76136144	114204216
114204240	2	76136160	76136160	114204240
114204264	2	76136176	76136176	114204264
114204288	2	76136192	76136192	114204288
114204312	2	76136208	76136208	114204312
114204336	2	76136224	76136224	114204336
114204360	2	76136240	76136240	114204360
114204384	2	76136256	76136256	114204384
114204408	2	76136272	76136272	114204408
114204432	2	76136288	76136288	114204432
114204456	2	76136304	76136304	114204456
114204480	2	76136320	76136320	114204480
114204504	2	76136336	76136336	114204504
114204528	2	76136352	76136352	114204528
114204552	2	76136368	76136368	114204552
114204576	2	76136384	76136384	114204576
114204600	2	76136400	76136400	114204600
114204624	2	76136416	76136416	114204624
114204648	2	76136432	76136432	114204648
114204672	2	76136448	76136448	114204672
114204696	2	76136464	76136464	114204696
114204720	2	76136480	76136480	114204720
114204744	2	76136496	76136496	114204744
114204768	2	76136512	76136512	114204768
114204792	2	76136528	76136528	114204792
114204816	2	76136544	76136544	114204816
114204840	2	76136560	76136560	114204840
114204864	2	76136576	76136576	114204864
114204888	2	76136592	76136592	114204888
114204912	2	76136608	76136608	114204912
114204936	2	76136624	76136624	114204936
114204960	2	76136640	76136640	114204960
114204984	2	76136656	76136656	114204984
114205008	2	76136672	76136672	114205008
114205032	2	76136688	76136688	114205032
114205056	2	76136704	76136704	114205056
114205080	2	76136720	76136720	114205080
114205104	2	76136736	76136736	114205104
114205128	2	76136752	76136752	114205128
114205152	2	76136768	76136768	114205152
114205176	2	76136784	76136784	114205176
114205200	2	76136800	76136800	114205200
114205224	2	76136816	76136816	114205224
114205248	2	76136832	76136832	114205248
114205272	2	76136848	76136848	114205272
114205296	2	76136864	76136864	114205296
114205320	2	76136880	76136880	114205320
114205344	2	76136896	76136896	114205344
114205368	2	76136912	76136912	114205368
114205392	2	76136928	76136928	114205392
114205416	2	76136944	76136944	114205416
114205440	2	76136960	76136960	114205440
114205464	2	76136976	76136976	114205464
114205488	2	76136992	76136992	114205488
114205512	2	76137008	76137008	114205512
114205536	2	76137024	76137024	114205536
114205560	2	76137040	76137040	114205560
114205584	2	76137056	76137056	114205584
114205608	2	76137072	76137072	114205608
114205632	2	76137088	76137088	114205632
114205656	2	76137104	76137104	114205656
114205680	2	76137120	76137120	114205680
114205704	2	76137136	76137136	114205704
114205728	2	76137152	76137152	114205728
114205752	2	76137168	76137168	114205752
114205776	2	76137184	76137184	114205776
114205800	2	76137200	76137200	114205800
114205824	2	76137216	76137216	114205824
114205848	2	76137232	76137232	114205848
114205872	2	76137248	76137248	114205872
114205896	2	76137264	76137264	114205896
114205920	2	76137280	76137280	114205920
114205944	2	76137296	76137296	114205944
114205968	2	76137312	76137312	114205968
114205992	2	76137328	76137328	114205992
114206016	2	76137344	76137344	114206016
114206040	2	76137360	76137360	114206040
114206064	2	76137376	76137376	114206064
114206088	2	76137392	76137392	114206088
114206112	2	76137408	76137408	114206112
114206136	2	76137424	76137424	114206136
114206160	2	76137440	76137440	114206160
114206184	2	76137456	76137456	114206184
114206208	2	76137472	76137472	114206208
114206232	2	76137488	76137488	114206232
114206256	2	76137504	76137504	114206256
114206280	2	76137520	76137520	114206280
114206304	2	76137536	76137536	114206304
114206328	2	76137552	76137552	114206328
114206352	2	76137568	76137568	114206352
114206376	2	76137584	76137584	114206376
114206400	2	76137600	76137600	114206400
114206424	2	76137616	76137616	114206424
114206448	2	76137632	76137632	114206448
114206472	2	76137648	76137648	114206472
114206496	2	76137664	76137664	114206496
114206520	2	76137680	76137680	114206520
114206544	2	76137696	76137696	114206544
114206568	2	76137712	76137712	114206568
114206592	2	76137728	76137728	114206592
114206616	2	76137744	76137744	114206616
114206640	2	76137760	76137760	114206640
114206664	2	76137776	76137776	114206664
114206688	2	76137792	76137792	114206688
114206712	2	76137808	76137808	114206712
114206736	2	76137824	76137824	114206736
114206760	2	76137840	76137840	114206760
114206784	2	76137856	76137856	114206784
